Формат магазина	Магазин	Группа	Номенклатура	Месяц	Кол проданного товара, шт	Сумма продаж, тыс.руб.	Себестоимость продаж, тыс.руб.	Остаток на конец дня среднедневной, шт	Себестоимость остатков на конец дня среднедневная, тыс.руб.
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 52	8	9	0,80288	0,59013	4	0,26228
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 52	9	6	0,57671	0,39342	4	0,26228
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 54	7	1	0,10699	0,08504	5	0,4252
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 54	8	1	0,10699	0,08504	4	0,34016
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 54	9	2	0,2131	0,17008	2	0,17008
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 55	7	1	0,09399	0,04838	4	0,19352
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 55	8	4	0,23813	0,19352	0	0
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 55	9	2	0,19099	0,12556	4	0,25112
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 56	7	3	0,18888	0,114	3	0,114
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 56	8	2	0,12468	0,076	13	0,494
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 56	9	3	0,19302	0,114	10	0,38
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 57	7	4	0,44303	0,17556	7	0,30723
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 57	8	0	0	0	7	0,30723
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 57	9	1	0,06699	0,04389	6	0,26334
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 58	7	8	0,71869	0,48736	2	0,12184
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 58	8	1	0,12502	0,06092	11	0,82242
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 58	9	2	0,23508	0,13707	9	0,68535
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 61	7	4	0,32306	0,176	7	0,308
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 61	8	5	0,39595	0,22	2	0,088
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 61	9	2	0,14398	0,088	0	0
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 63	7	8	0,63592	0,46656	6	0,34992
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 63	8	6	0,47801	0,34992	24	1,39968
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 63	9	15	1,17719	0,8748	9	0,52488
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 65	7	3	0,39797	0,26379	7	0,61551
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 65	8	4	0,45071	0,35172	3	0,26379
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 65	9	3	0,26658	0,26379	12	1,05516
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 66	7	9	0,70705	0,50166	7	0,39018
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 66	8	3	0,23907	0,16722	4	0,22296
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 66	9	9	0,70435	0,50166	19	1,05906
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 68	7	7	0,98342	0,63567	4	0,36324
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 68	8	9	1,1871	0,81729	7	0,63567
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 68	9	8	1,01085	0,72648	11	0,99891
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 69	9	0	0	0	6	0,66126
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 72	7	0	0	0	1	0,158
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 72	8	1	0,1951	0,158	0	0
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 75	9	2	0,19302	0,1264	6	0,3792
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 77	7	6	0,52894	0,44046	1	0,07341
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 77	8	7	0,61036	0,51387	0	1,13687E-16
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 77	9	2	0,17398	0,14682	4	0,29364
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 78	7	7	0,33993	0,245	13	0,455
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 78	8	8	0,3911	0,28	5	0,175
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 78	9	3	0,14397	0,105	2	0,07
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 79	7	19	1,29749	0,65835	8	0,2772
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 79	8	89	3,89305	2,80995	69	2,1045
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 79	9	68	3,11341	2,074	31	0,9455
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 80	7	9	0,69679	0,38726	10	0,5342
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 80	8	12	0,84151	0,62234	10	0,4407
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 80	9	9	0,6809	0,39663	13	0,57291
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 81	7	6	0,46794	0,25398	0	0
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 82	7	28	0,58906	0,546	24	0,468
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 82	8	60	1,29777	1,17	12	0,234
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 82	9	12	0,26816	0,234	0	0
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 83	7	45	0,99064	0,8658	12	0,23088
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 83	8	28	0,6185	0,53872	14	0,26936
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 83	9	40	0,84092	0,7696	19	0,36556
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 84	7	0	0	0	12	0,55464
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 84	8	11	0,87431	0,50842	13	0,60086
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 84	9	7	0,56508	0,32354	6	0,27732
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 85	7	10	0,67934	0,5217	2	0,10434
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 85	8	2	0,14898	0,10434	0	0
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 86	7	6	0,59794	0,46302	11	0,84887
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 86	8	2	0,20144	0,15434	9	0,69453
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 86	9	2	0,19398	0,15434	7	0,54019
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 87	7	25	1,49229	0,8625	12	0,414
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 87	8	27	1,56547	0,9315	9	0,3105
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 87	9	18	1,03713	0,621	15	0,5175
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 88	7	9	0,94437	0,49599	7	0,38577
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 88	8	18	1,6636	1,03602	12	0,70536
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 88	9	11	1,1015	0,64658	13	0,76414
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 90	7	6	0,71515	0,444	6	0,444
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 90	8	7	0,80529	0,518	5	0,37
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 90	9	6	0,69372	0,444	5	0,37
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 91	7	5	0,61995	0,379	8	0,592
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 91	8	2	0,23071	0,148	6	0,444
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 91	9	8	0,95756	0,592	4	0,296
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 94	7	4	0,22881	0,152	8	0,304
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 94	8	8	0,41038	0,304	0	0
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 95	7	9	0,43494	0,20808	7	0,16184
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 95	8	7	0,20104	0,16184	0	0
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 98	7	9	0,79796	0,46755	15	0,84165
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 98	8	14	1,23759	0,7845	1	0,05715
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 98	9	11	0,98166	0,62865	14	0,8001
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 99	7	1	0,16299	0,07954	12	0,95448
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 99	8	4	0,62596	0,31816	8	0,63632
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 99	9	3	0,46297	0,23862	5	0,3977
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 100	7	4	0,46649	0,29972	6	0,471
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 100	8	4	0,48698	0,314	10	0,785
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 100	9	9	1,08398	0,7065	1	0,0785
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 101	7	6	0,64625	0,3195	5	0,26625
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 101	8	3	0,34797	0,15975	10	0,5325
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 101	9	5	0,60184	0,26625	5	0,26625
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 102	7	3	0,41897	0,23994	9	0,60782
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 102	8	5	0,70106	0,3439	4	0,26392
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 102	9	3	0,42997	0,19794	9	0,70582
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 103	7	16	0,98855	0,552	12	0,47592
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 103	8	18	1,08047	0,71388	6	0,23796
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 103	9	16	0,93279	0,63456	14	0,55524
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 104	7	5	0,40195	0,24535	11	0,53977
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 104	8	8	0,62304	0,39256	15	0,73605
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 104	9	7	0,56997	0,34349	8	0,39256
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 105	7	23	1,81278	1,26753	23	1,26753
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 105	8	19	1,50522	1,04709	16	0,88176
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 105	9	14	1,39586	0,77154	14	0,77154
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 106	7	4	0,25696	0,14544	3	0,10908
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 106	8	3	0,19397	0,10908	12	0,43632
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 106	9	0	0	0	12	0,43632
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 107	7	2	0,15598	0,09082	4	0,18164
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 107	8	0	0	0	4	0,18164
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 107	9	3	0,26706	0,13623	1	0,04541
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 108	7	1	0,10499	0,05788	5	0,2894
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 108	8	0	0	0	5	0,2894
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 108	9	0	0	0	5	0,2894
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 109	7	97	3,79892	2,83376	28	0,87164
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 109	8	65	2,4876	2,02345	8	0,24904
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 109	9	93	3,31492	2,89509	20	0,6226
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 111	7	2	0,13598	0,05928	4	0,11856
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 111	8	53	2,24808	1,65131	41	1,2505
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 111	9	30	1,22392	0,915	26	0,793
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 112	7	6	0,41117	0,24036	14	0,60896
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 112	8	5	0,40195	0,21233	9	0,39663
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 112	9	10	0,70196	0,4407	11	0,48477
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 113	7	28	1,65767	1,0024	10	0,358
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 113	8	31	1,85676	1,1098	15	0,537
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 113	9	29	1,73075	1,0382	10	0,358
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 114	7	6	0,54196	0,23994	8	0,31992
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 114	8	6	0,53594	0,23994	14	0,65394
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 114	9	4	0,34996	0,17564	10	0,4783
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 115	7	8	0,51294	0,29056	6	0,21792
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 115	8	6	0,26994	0,21792	0	2,84217E-17
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 121	7	0	0	0	9	0,38232
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 121	8	2	0,24198	0,08496	7	0,29736
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 121	9	1	0,12599	0,04248	6	0,25488
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 123	7	15	0,89294	0,567	7	0,2646
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 123	8	20	1,18613	0,756	11	0,4158
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 123	9	22	1,30552	0,8316	13	0,4914
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 125	7	7	0,61593	0,36071	4	0,20612
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 125	8	4	0,36155	0,20612	12	0,61836
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 125	9	2	0,19198	0,10306	10	0,5153
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 126	7	3	0,39793	0,22314	10	0,7438
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 126	8	1	0,13599	0,07438	9	0,66942
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 126	9	1	0,13599	0,07438	8	0,59504
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 127	7	13	0,76257	0,49335	10	0,3795
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 127	8	14	0,81654	0,5313	8	0,3036
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 127	9	10	0,58493	0,3757	10	0,3605
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 129	7	3	0,42262	0,2205	13	1,1175
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 129	8	0	0	0	13	1,1175
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 129	9	0	0	0	13	1,1175
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 130	7	1	0,08699	0,03935	14	0,66898
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 130	8	3	0,26797	0,12789	11	0,54109
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 130	9	1	0,09599	0,04919	10	0,4919
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 131	7	2	0,37907	0,1648	6	0,4944
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 131	8	1	0,209	0,0824	5	0,412
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 131	9	0	0	0	5	0,412
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 132	7	3	0,42997	0,25596	3	0,25596
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 132	8	1	0,14608	0,08532	2	0,17064
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 132	9	5	0,73866	0,47091	9	0,90081
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 139	7	1	0,11499	0,05931	3	0,17793
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 139	8	8	0,86332	0,50413	3	0,19572
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 139	9	4	0,42303	0,26096	7	0,45668
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 140	7	3	0,3154	0,17694	6	0,35388
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 140	8	2	0,24198	0,11796	4	0,23592
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 140	9	3	0,31398	0,17694	7	0,41286
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 136	7	0	0	0	3	0,44238
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 136	8	3	0,52474	0,44238	0	0
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 141	7	0	0	0	4	0,36896
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 141	8	1	0,16499	0,09224	11	1,01464
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 141	9	1	0,16447	0,09224	10	0,9224
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 144	7	1	0,11599	0,04536	6	0,27216
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 144	8	5	0,24595	0,2268	7	0,31752
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 144	9	7	0,20896	0,31752	0	0
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 145	7	1	0,13599	0,10627	3	0,31881
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 145	8	1	0,13599	0,10627	2	0,21254
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 145	9	0	0	0	14	1,38242
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 146	7	18	1,2465	0,93348	10	0,5186
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 146	8	14	0,95397	0,72604	12	0,62232
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 146	9	10	0,6881	0,5186	2	0,10372
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 148	9	1	0,10687	0,05584	7	0,39088
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 147	9	0	0	0	6	0,6462
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 149	9	2	0,34198	0,20442	4	0,40884
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 151	9	0	0	0	8	0,5784
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 152	7	2	0,26106	0,14876	5	0,3719
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 152	8	2	0,26198	0,14876	3	0,22314
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 152	9	0	0	0	3	0,22314
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 154	7	1	0,13599	0,0735	4	0,294
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 154	8	4	0,55496	0,294	12	1,044
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 154	9	0	0	0	12	1,044
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 157	7	29	1,64993	1,15362	14	0,55692
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 157	8	24	1,40603	0,95472	14	0,55692
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 157	9	20	1,17115	0,79572	6	0,2388
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 158	7	3	0,29038	0,13602	3	0,13602
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 158	8	3	0,29097	0,13602	0	0
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 158	9	3	0,32421	0,18705	9	0,56115
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 159	7	6	0,41294	0,2637	10	0,4395
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 159	8	8	0,56392	0,3516	14	0,5889
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 159	9	7	0,49593	0,29665	7	0,29225
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 160	7	2	0,21398	0,09796	10	0,4898
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 160	8	6	0,65794	0,29388	4	0,19592
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 160	9	1	0,10699	0,04898	3	0,14694
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 161	7	0	0	0	5	0,3061
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 161	8	3	0,33697	0,18366	2	0,12244
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 161	9	0	0	0	14	0,93052
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 162	7	18	1,16156	0,7911	10	0,4395
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 162	8	25	1,53544	1,09215	9	0,37575
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 162	9	17	1,18233	0,70975	4	0,167
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 163	7	1	0,11499	0,06122	5	0,3061
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 163	8	1	0,10699	0,06122	4	0,24488
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 163	9	5	0,55895	0,31222	11	0,74074
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 166	7	2	0,28298	0,198	3	0,297
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 166	8	2	0,29398	0,198	7	0,651
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 166	9	3	0,42197	0,283	4	0,368
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 174	9	1	0,19799	0,1208	11	1,3288
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 175	7	6	0,34794	0,21	11	0,385
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 175	8	0	0	0	11	0,385
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 175	9	1	0,0573	0,035	10	0,35
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 177	7	4	0,32396	0,20056	11	0,55154
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 177	8	1	0,07799	0,05014	10	0,5014
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 177	9	4	0,30396	0,20056	6	0,30084
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 178	7	8	0,38302	0,18496	4	0,09248
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 178	8	4	0,19319	0,09248	12	0,27744
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 178	9	7	0,3429	0,16184	5	0,1156
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 179	7	1	0,03899	0,035	5	0,175
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 179	8	2	0,07798	0,07	3	0,105
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 179	9	2	0,09298	0,07	13	0,455
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 184	9	1	0,10699	0,05965	7	0,41755
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 185	9	5	0,34195	0,2152	3	0,12912
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 187	9	0	0	0	8	0,4848
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 189	7	11	1,28498	0,9768	7	0,6216
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 189	8	4	0,47396	0,3552	11	0,9768
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 189	9	3	0,35063	0,2664	8	0,7104
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 191	7	4	0,41996	0,23592	7	0,41286
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 191	8	2	0,19398	0,11796	5	0,2949
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 191	9	1	0,09699	0,05898	4	0,23592
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 192	7	6	0,69394	0,31812	5	0,2651
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 192	8	3	0,34797	0,15906	10	0,5302
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 192	9	2	0,23198	0,10604	8	0,42416
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 194	7	31	2,28812	1,68299	5	0,27145
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 194	8	6	0,76234	0,31217	11	0,44792
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 194	9	76	3,8705	3,09472	29	1,18088
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 195	7	4	0,21196	0,12856	12	0,38568
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 195	8	6	0,31605	0,19284	6	0,19284
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 195	9	4	0,211	0,12856	2	0,06428
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 196	7	4	0,31196	0,1878	12	0,5634
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 196	8	5	0,40699	0,23475	7	0,32865
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 196	9	1	0,08399	0,04695	6	0,2817
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 198	7	4	0,18924	0,14	8	0,28
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 198	8	13	0,62455	0,455	11	0,385
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 198	9	7	0,34139	0,245	4	0,14
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 199	7	8	0,23061	0,1896	22	0,5214
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 199	8	37	1,07985	0,8592	15	0,3378
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 199	9	16	0,47526	0,3615	14	0,3318
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 202	7	10	0,89284	0,5287	12	0,63444
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 202	8	7	0,55793	0,37009	5	0,26435
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 202	9	1	0,07399	0,05287	4	0,21148
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 203	7	48	1,38665	1,104	28	0,644
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 203	8	47	1,37863	1,081	5	0,115
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 203	9	5	0,14396	0,115	0	0
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 205	9	44	1,33485	1,0428	16	0,3792
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 206	7	14	0,69186	0,35	14	0,35
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 206	8	6	0,29194	0,15	8	0,2
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 206	9	7	0,32693	0,175	16	0,4348
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 207	7	4	0,23196	0,164	1	0,041
Супер	Магазин 29	Овощи и фрукты	Овощи и фрукты 207	8	0	0	0	1	0,041
